userID,itemID,rating
user_1,book_135,1
user_1,book_136,4
user_1,book_137,2
user_1,book_138,4
user_1,book_139,4
user_1,book_140,1
user_1,book_141,2
user_1,book_142,2
user_1,book_143,1
user_1,book_144,4
user_1,book_145,4
user_1,book_146,2
user_1,book_147,3
user_1,book_148,1
user_1,book_149,4
user_1,book_150,4
user_1,book_151,3
user_1,book_152,4
user_1,book_153,3
user_1,book_154,3
user_1,book_155,2
user_1,book_156,5
user_1,book_157,4
user_1,book_158,3
user_1,book_159,2
user_1,book_160,3
user_1,book_161,1
user_1,book_162,2
user_1,book_163,4
user_1,book_164,3
user_1,book_165,1
user_1,book_166,3
user_1,book_167,4
user_1,book_168,1
user_1,book_169,5
user_1,book_170,2
user_1,book_171,5
user_1,book_172,4
user_1,book_173,4
user_1,book_174,3
user_1,book_175,3
user_1,book_176,4
user_1,book_177,2
user_1,book_178,2
user_1,book_179,3
user_1,book_180,5
user_1,book_181,2
user_1,book_182,4
user_1,book_183,2
user_1,book_184,5
user_1,book_185,2
user_1,book_186,1
user_1,book_187,4
user_1,book_188,3
user_1,book_189,5
user_1,book_190,4
user_1,book_191,4
user_1,book_192,2
user_1,book_193,2
user_1,book_194,4
user_1,book_195,2
user_1,book_196,3
user_1,book_197,4
user_1,book_198,1
user_1,book_199,4
user_1,book_200,4
user_1,book_201,2
user_1,book_202,3
user_1,book_203,2
user_1,book_204,3
user_1,book_205,1
user_1,book_206,3
user_1,book_207,5
user_1,book_208,4
user_1,book_209,2
user_1,book_210,5
user_1,book_211,5
user_1,book_212,1
user_1,book_213,3
user_1,book_214,4
user_1,book_215,5
user_1,book_216,2
user_1,book_217,3
user_1,book_218,3
user_1,book_219,3
user_1,book_220,2
user_1,book_221,3
user_1,book_222,1
user_1,book_223,5
user_1,book_224,1
user_1,book_225,3
user_1,book_226,1
user_1,book_227,3
user_1,book_228,2
user_1,book_229,4
user_1,book_230,2
user_1,book_231,5
user_1,book_232,5
user_1,book_233,2
user_1,book_234,2
user_1,book_235,2
user_1,book_236,1
user_1,book_237,5
user_1,book_238,3
user_1,book_239,3
user_1,book_240,2
user_1,book_241,5
user_1,book_242,4
user_1,book_243,2
user_1,book_244,3
user_1,book_245,1
user_1,book_246,3
user_1,book_247,5
user_1,book_248,2
user_1,book_249,5
user_1,book_250,3
user_1,book_251,5
user_1,book_252,3
user_1,book_253,4
user_1,book_254,5
user_1,book_255,4
user_1,book_256,2
user_1,book_257,3
user_1,book_258,3
user_1,book_259,4
user_1,book_260,2
user_1,book_261,5
user_1,book_262,2
user_1,book_263,1
user_1,book_264,4
user_1,book_265,4
user_1,book_266,4
user_1,book_267,4
user_1,book_268,5
user_1,book_269,3
user_1,book_270,3
user_1,book_271,5
user_1,book_272,2
user_1,book_273,3
user_1,book_274,1
user_1,book_275,4
user_1,book_276,3
user_1,book_277,3
user_1,book_278,5
user_1,book_279,5
user_1,book_280,5
user_1,book_281,2
user_1,book_282,5
user_1,book_283,3
user_1,book_284,4
user_1,book_285,2
user_1,book_286,4
user_1,book_287,3
user_1,book_288,3
user_1,book_289,2
user_1,book_290,5
user_1,book_291,1
user_1,book_292,5
user_1,book_293,5
user_1,book_294,3
user_1,book_295,3
user_1,book_296,2
user_1,book_297,5
user_1,book_298,2
user_1,book_299,1
user_1,book_300,1
user_1,book_301,5
user_1,book_302,2
user_1,book_303,5
user_1,book_304,3
user_1,book_305,2
user_1,book_306,4
user_1,book_307,2
user_1,book_308,4
user_1,book_309,1
user_1,book_310,3
user_1,book_311,5
user_1,book_312,5
user_1,book_313,1
user_1,book_314,4
user_1,book_315,1
user_1,book_316,4
user_1,book_317,2
user_1,book_318,5
user_1,book_319,4
user_1,book_320,3
user_1,book_321,4
user_1,book_322,4
user_1,book_323,5
user_1,book_324,3
user_1,book_325,2
user_1,book_326,4
user_1,book_327,3
user_1,book_328,3
user_1,book_329,5
user_1,book_330,5
user_1,book_331,5
user_1,book_332,1
user_1,book_333,3
user_1,book_334,3
user_1,book_335,3
user_1,book_336,3
user_1,book_337,5
user_1,book_338,1
user_1,book_339,5
user_1,book_340,4
user_1,book_341,3
user_1,book_342,5
user_1,book_343,2
user_1,book_344,2
user_1,book_345,5
user_1,book_346,1
user_1,book_347,1
user_1,book_348,5
user_1,book_349,2
user_1,book_350,4
user_1,book_351,3
user_1,book_352,1
user_1,book_353,3
user_1,book_354,3
user_1,book_355,3
user_1,book_356,5
user_1,book_357,2
user_1,book_358,2
user_1,book_359,4
user_1,book_360,4
user_1,book_361,1
user_1,book_362,5
user_1,book_363,2
user_1,book_364,4
user_1,book_365,4
user_1,book_366,3
user_1,book_367,5
user_1,book_368,5
user_1,book_369,3
user_1,book_370,5
user_1,book_371,5
user_1,book_372,3
user_1,book_373,4
user_1,book_374,2
user_1,book_375,2
user_1,book_376,5
user_1,book_377,2
user_1,book_378,2
user_1,book_379,2
user_1,book_380,1
user_1,book_381,4
user_1,book_382,4
user_1,book_383,1
user_1,book_384,3
user_1,book_385,2
user_1,book_386,4
user_1,book_387,5
user_1,book_388,5
user_1,book_389,5
user_1,book_390,2
user_1,book_391,5
user_1,book_392,3
user_1,book_393,4
user_1,book_394,1
user_1,book_395,1
user_1,book_396,3
user_1,book_397,1
user_1,book_398,3
user_1,book_399,3
user_1,book_400,3
user_1,book_401,3
user_1,book_402,2
user_1,book_403,2
user_1,book_404,1
user_1,book_405,3
user_1,book_406,1
user_1,book_407,2
user_1,book_408,1
user_1,book_409,5
user_1,book_410,3
user_1,book_411,5
user_1,book_412,1
user_1,book_413,4
user_1,book_414,2
user_1,book_415,3
user_1,book_416,1
user_1,book_417,3
user_1,book_418,4
user_1,book_419,1
user_1,book_420,5
user_1,book_421,3
user_1,book_422,2
user_1,book_423,5
user_1,book_424,4
user_1,book_425,3
user_1,book_426,5
user_1,book_427,3
user_1,book_428,2
user_1,book_429,5
user_1,book_430,2
user_1,book_431,3
user_1,book_432,2
user_1,book_433,3
user_1,book_434,1
user_1,book_435,1
user_1,book_436,1
user_1,book_437,5
user_1,book_438,5
user_1,book_439,1
user_1,book_440,4
user_1,book_441,2
user_1,book_442,1
user_1,book_443,4
user_1,book_444,4
user_1,book_445,5
user_1,book_446,5
user_1,book_447,3
user_1,book_448,2
user_1,book_449,3
user_1,book_450,2
user_1,book_451,4
user_1,book_452,1
user_1,book_453,5
user_1,book_454,5
user_1,book_455,3
user_1,book_456,1
user_1,book_457,5
user_1,book_458,3
user_1,book_459,1
user_1,book_460,1
user_1,book_461,5
user_1,book_462,1
user_1,book_463,5
user_1,book_464,2
user_1,book_465,3
user_1,book_466,3
user_1,book_467,2
user_1,book_468,5
user_1,book_469,4
user_1,book_470,1
user_1,book_471,4
user_1,book_472,4
user_1,book_473,1
user_1,book_474,3
user_1,book_475,2
user_1,book_476,2
user_1,book_477,4
user_1,book_478,4
user_1,book_479,4
user_1,book_480,2
user_1,book_481,3
user_1,book_482,4
user_1,book_483,4
user_1,book_484,5
user_1,book_485,2
user_1,book_486,1
user_1,book_487,5
user_1,book_488,1
user_1,book_489,5
user_1,book_490,1
user_1,book_491,4
user_1,book_492,4
user_1,book_493,3
user_1,book_494,2
user_1,book_495,5
user_1,book_496,3
user_1,book_497,4
user_1,book_498,1
user_1,book_499,3
user_1,book_500,3
user_1,book_501,1
user_1,book_502,4
user_1,book_503,3
user_1,book_504,2
user_1,book_505,1
user_1,book_506,4
user_1,book_507,4
user_1,book_508,5
user_1,book_509,4
user_1,book_510,1
user_1,book_511,2
user_1,book_512,3
user_1,book_513,3
user_1,book_514,3
user_1,book_515,2
user_1,book_516,2
user_1,book_517,1
user_1,book_518,1
user_1,book_519,2
user_1,book_520,4
user_1,book_521,2
user_1,book_522,4
user_1,book_523,1
user_1,book_524,1
user_1,book_525,2
user_1,book_526,2
user_1,book_527,3
user_1,book_528,4
user_1,book_529,3
user_1,book_530,1
user_1,book_531,5
user_1,book_532,1
user_1,book_533,1
user_1,book_534,2
user_1,book_535,5
user_1,book_536,5
user_1,book_537,5
user_1,book_538,5
user_1,book_539,5
user_1,book_540,2
user_1,book_541,2
user_1,book_542,1
user_1,book_543,5
user_1,book_544,4
user_1,book_545,5
user_1,book_546,4
user_1,book_547,1
user_1,book_548,4
user_1,book_549,2
user_1,book_550,1
user_1,book_551,3
user_1,book_552,4
user_1,book_553,5
user_1,book_554,5
user_1,book_555,5
user_1,book_556,5
user_1,book_557,2
user_1,book_558,3
user_1,book_559,2
user_1,book_560,3
user_1,book_561,4
user_1,book_562,1
user_1,book_563,1
user_1,book_564,2
user_1,book_565,1
user_1,book_566,5
user_1,book_567,2
user_1,book_568,4
user_1,book_569,5
user_1,book_570,2
user_1,book_571,2
user_1,book_572,4
user_1,book_573,2
user_1,book_574,3
user_1,book_575,5
user_1,book_576,3
user_1,book_577,1
user_1,book_578,4
user_1,book_579,3
user_1,book_580,1
user_1,book_581,5
user_1,book_582,2
user_1,book_583,5
user_1,book_584,3
user_1,book_585,3
user_1,book_586,4
user_1,book_587,2
user_1,book_588,4
user_1,book_589,3
user_1,book_590,2
user_1,book_591,3
user_1,book_592,3
user_1,book_593,5
user_1,book_594,4
user_1,book_595,1
user_1,book_596,5
user_1,book_597,4
user_1,book_598,1
user_1,book_599,5
user_1,book_600,2
user_1,book_601,2
user_1,book_602,1
user_1,book_603,2
user_1,book_604,4
user_1,book_605,3
user_1,book_606,4
user_1,book_607,5
user_1,book_608,1
user_1,book_609,4
user_1,book_610,1
user_1,book_611,1
user_1,book_612,5
user_1,book_613,1
user_1,book_614,2
user_1,book_615,3
user_1,book_616,3
user_1,book_617,5
user_1,book_618,5
user_1,book_619,3
user_1,book_620,2
user_1,book_621,4
user_1,book_622,1
user_1,book_623,4
user_1,book_624,3
user_1,book_625,2
user_1,book_626,5
user_1,book_627,5
user_1,book_628,2
user_1,book_629,5
user_1,book_630,3
user_1,book_631,2
user_1,book_632,2
user_1,book_633,1
user_1,book_634,1
user_1,book_635,3
user_1,book_636,2
user_1,book_637,2
user_1,book_638,1
user_1,book_639,4
user_1,book_640,5
user_1,book_641,4
user_1,book_642,4
user_1,book_643,5
user_1,book_644,1
user_1,book_645,5
user_1,book_646,1
user_1,book_647,2
user_1,book_648,4
user_1,book_649,5
user_1,book_650,2
user_1,book_651,3
user_1,book_652,4
user_1,book_653,4
user_1,book_654,5
user_1,book_655,1
user_1,book_656,1
user_1,book_657,3
user_1,book_658,2
user_1,book_659,3
user_1,book_660,5
user_1,book_661,4
user_1,book_662,2
user_1,book_663,3
user_1,book_664,2
user_1,book_665,5
user_1,book_666,2
user_1,book_667,5
user_1,book_668,1
user_1,book_669,2
user_1,book_670,5
user_1,book_671,1
user_1,book_672,5
user_1,book_673,3
user_1,book_674,2
user_1,book_675,1
user_1,book_676,4
user_1,book_677,5
user_1,book_678,5
user_1,book_679,4
user_1,book_680,3
user_1,book_681,5
user_1,book_682,5
user_1,book_683,2
user_1,book_684,3
user_1,book_685,2
user_1,book_686,5
user_1,book_687,3
user_1,book_688,3
user_1,book_689,2
user_1,book_690,1
user_1,book_691,5
user_1,book_692,1
user_1,book_693,2
user_1,book_694,2
user_1,book_695,2
user_1,book_696,1
user_1,book_697,2
user_1,book_698,5
user_1,book_699,5
user_1,book_700,2
user_1,book_701,4
user_1,book_702,1
user_1,book_703,4
user_1,book_704,4
user_1,book_705,2
user_1,book_706,2
user_1,book_707,4
user_1,book_708,3
user_1,book_709,3
user_1,book_710,5
user_1,book_711,1
user_1,book_712,3
user_1,book_713,2
user_1,book_714,2
user_1,book_715,3
user_1,book_716,5
user_1,book_717,1
user_1,book_718,1
user_1,book_719,5
user_1,book_720,5
user_1,book_721,3
user_1,book_722,1
user_1,book_723,1
user_1,book_724,2
user_1,book_725,1
user_1,book_726,4
user_1,book_727,4
user_1,book_728,3
user_1,book_729,2
user_1,book_730,2
user_1,book_731,2
user_1,book_732,5
user_1,book_733,4
user_1,book_734,2
user_1,book_735,3
user_1,book_736,3
user_1,book_737,1
user_1,book_738,3
user_1,book_739,1
user_1,book_740,1
user_1,book_741,1
user_1,book_742,2
user_1,book_743,5
user_1,book_744,3
user_1,book_745,5
user_1,book_746,3
user_1,book_747,3
user_1,book_748,5
user_1,book_749,3
user_1,book_750,4
user_1,book_751,1
user_1,book_752,2
user_1,book_753,3
user_1,book_754,1
user_1,book_755,3
user_1,book_756,4
user_1,book_757,5
user_1,book_758,3
user_1,book_759,3
user_1,book_760,2
user_1,book_761,5
user_1,book_762,5
user_1,book_763,1
user_1,book_764,4
user_1,book_765,1
user_1,book_766,5
user_1,book_767,1
user_1,book_768,5
user_1,book_769,4
user_1,book_770,4
user_1,book_771,2
user_1,book_772,4
user_1,book_773,1
user_1,book_774,2
user_1,book_775,2
user_1,book_776,3
user_1,book_777,2
user_1,book_778,2
user_1,book_779,1
user_1,book_780,1
user_1,book_781,5
user_1,book_782,1
user_1,book_783,3
user_1,book_784,1
user_1,book_785,1
user_1,book_786,1
user_1,book_787,3
user_1,book_788,1
user_1,book_789,3
user_1,book_790,4
user_1,book_791,3
user_1,book_792,1
user_1,book_793,3
user_1,book_794,3
user_1,book_795,5
user_1,book_796,1
user_1,book_797,3
user_1,book_798,1
user_1,book_799,4
user_1,book_800,3
user_1,book_801,5
user_1,book_802,4
user_1,book_803,2
user_1,book_804,5
user_1,book_805,5
user_1,book_806,4
user_1,book_807,2
user_1,book_808,2
user_1,book_809,2
user_1,book_810,4
user_1,book_811,4
user_1,book_812,4
user_1,book_813,3
user_1,book_814,5
user_1,book_815,2
user_1,book_816,5
user_1,book_817,1
user_1,book_818,4
user_1,book_819,2
user_1,book_820,2
user_1,book_821,2
user_1,book_822,4
user_1,book_823,2
user_1,book_824,1
user_1,book_825,4
user_1,book_826,4
user_1,book_827,5
user_1,book_828,5
user_1,book_829,5
user_1,book_830,3
user_1,book_831,3
user_1,book_832,2
user_1,book_833,4
user_1,book_834,1
user_1,book_835,5
user_1,book_836,2
user_1,book_837,1
user_1,book_838,4
user_1,book_839,4
user_1,book_840,3
user_1,book_841,3
user_1,book_842,2
user_1,book_843,5
user_1,book_844,3
user_1,book_845,2
user_1,book_846,4
user_1,book_847,2
user_1,book_848,3
user_1,book_849,2
user_1,book_850,1
user_1,book_851,2
user_1,book_852,2
user_1,book_853,3
user_1,book_854,3
user_1,book_855,1
user_1,book_856,3
user_1,book_857,5
user_1,book_858,4
user_1,book_859,4
user_1,book_860,4
user_1,book_861,1
user_1,book_862,3
user_1,book_863,4
user_1,book_864,4
user_1,book_865,2
user_1,book_866,3
user_1,book_867,2
user_1,book_868,1
user_1,book_869,1
user_1,book_870,4
user_1,book_871,3
user_1,book_872,3
user_1,book_873,3
user_1,book_874,5
user_1,book_875,1
user_1,book_876,4
user_1,book_877,2
user_1,book_878,4
user_1,book_879,3
user_1,book_880,2
user_1,book_881,1
user_1,book_882,3
user_1,book_883,1
user_1,book_884,3
user_1,book_885,2
user_1,book_886,5
user_1,book_887,2
user_1,book_888,5
user_1,book_889,1
user_1,book_890,5
user_1,book_891,2
user_1,book_892,4
user_1,book_893,3
user_1,book_894,4
user_1,book_895,2
user_1,book_896,5
user_1,book_897,3
user_1,book_898,4
user_1,book_899,2
user_1,book_900,5
user_1,book_901,4
user_1,book_902,4
user_1,book_903,4
user_1,book_904,3
user_1,book_905,4
user_1,book_906,5
user_1,book_907,3
user_1,book_908,2
user_1,book_909,3
user_1,book_910,3
user_1,book_911,2
user_1,book_912,3
user_1,book_913,3
user_1,book_914,1
user_1,book_915,1
user_1,book_916,4
user_1,book_917,3
user_1,book_918,1
user_1,book_919,1
user_1,book_920,2
user_1,book_921,3
user_1,book_922,5
user_1,book_923,2
user_1,book_924,2
user_1,book_925,2
user_1,book_926,5
user_1,book_927,1
user_1,book_928,5
user_1,book_929,2
user_1,book_930,5
user_1,book_931,2
user_1,book_932,4
user_1,book_933,1
user_1,book_934,1
user_1,book_935,4
user_1,book_936,4
user_1,book_937,3
user_1,book_938,1
user_1,book_939,2
user_1,book_940,2
user_1,book_941,5
user_1,book_942,5
user_1,book_943,2
user_1,book_944,4
user_1,book_945,2
user_1,book_946,4
user_1,book_947,5
user_1,book_948,4
user_1,book_949,1
user_1,book_950,1
user_1,book_951,4
user_1,book_952,2
user_1,book_953,1
user_1,book_954,1
user_1,book_955,4
user_1,book_956,4
user_1,book_957,3
user_1,book_958,2
user_1,book_959,1
user_1,book_960,1
user_1,book_961,5
user_1,book_962,1
user_1,book_963,4
user_1,book_964,2
user_1,book_965,3
user_1,book_966,2
user_1,book_967,1
user_1,book_968,4
user_1,book_969,4
user_1,book_970,2
user_1,book_971,5
user_1,book_972,4
user_1,book_973,5
user_1,book_974,4
user_1,book_975,4
user_1,book_976,5
user_1,book_977,2
user_1,book_978,3
user_1,book_979,3
user_1,book_980,2
user_1,book_981,3
user_1,book_982,1
user_1,book_983,4
user_1,book_984,3
user_1,book_985,2
user_1,book_986,3
user_1,book_987,2
user_1,book_988,5
user_1,book_989,5
user_1,book_990,2
user_1,book_991,1
user_1,book_992,1
user_1,book_993,1
user_1,book_994,3
user_1,book_995,3
user_1,book_996,3
user_1,book_997,5
user_1,book_998,1
user_1,book_999,4
user_1,book_1000,1
user_2,book_1,1
user_2,book_2,2
user_2,book_3,2
user_2,book_4,4
user_2,book_5,3
user_2,book_6,4
user_2,book_7,2
user_2,book_8,4
user_2,book_9,1
user_2,book_10,2
user_2,book_11,3
user_2,book_12,3
user_2,book_13,3
user_2,book_14,5
user_2,book_15,1
user_2,book_16,2
user_2,book_17,1
user_2,book_18,5
user_2,book_19,5
user_2,book_20,4
user_2,book_21,3
user_2,book_22,3
user_2,book_23,2
user_2,book_24,4
user_2,book_25,3
user_2,book_26,4
user_2,book_27,5
user_2,book_28,2
user_2,book_29,2
user_2,book_30,2
user_2,book_31,4
user_2,book_32,5
user_2,book_33,4
user_2,book_34,3
user_2,book_35,5
user_2,book_36,3
user_2,book_37,4
user_2,book_38,1
user_2,book_39,3
user_2,book_40,5
user_2,book_41,2
user_2,book_42,5
user_2,book_43,4
user_2,book_44,5
user_2,book_45,1
user_2,book_46,5
user_2,book_47,5
user_2,book_48,3
user_2,book_49,1
user_2,book_50,1
user_2,book_51,5
user_2,book_52,3
user_2,book_53,4
user_2,book_54,4
user_2,book_55,5
user_2,book_56,3
user_2,book_57,5
user_2,book_58,3
user_2,book_59,5
user_2,book_60,5
user_2,book_61,2
user_2,book_62,5
user_2,book_63,2
user_2,book_64,5
user_2,book_65,5
user_2,book_66,3
user_2,book_67,4
user_2,book_68,1
user_2,book_69,1
user_2,book_70,4
user_2,book_71,3
user_2,book_72,5
user_2,book_73,1
user_2,book_74,1
user_2,book_75,1
user_2,book_76,1
user_2,book_77,4
user_2,book_78,5
user_2,book_79,1
user_2,book_80,2
user_2,book_81,4
user_2,book_82,4
user_2,book_83,3
user_2,book_84,1
user_2,book_85,4
user_2,book_86,1
user_2,book_87,4
user_2,book_88,4
user_2,book_89,2
user_2,book_90,1
user_2,book_91,4
user_2,book_92,3
user_2,book_93,3
user_2,book_94,1
user_2,book_95,5
user_2,book_96,5
user_2,book_97,3
user_2,book_98,5
user_2,book_99,4
user_2,book_100,3
user_2,book_101,5
user_2,book_102,1
user_2,book_103,2
user_2,book_104,3
user_2,book_105,4
user_2,book_106,5
user_2,book_107,2
user_2,book_108,3
user_2,book_109,1
user_2,book_110,1
user_2,book_111,1
user_2,book_112,2
user_2,book_113,1
user_2,book_114,1
user_2,book_115,5
user_2,book_116,2
user_2,book_117,4
user_2,book_118,4
user_2,book_119,3
user_2,book_120,5
user_2,book_121,4
user_2,book_122,5
user_2,book_123,2
user_2,book_124,3
user_2,book_125,3
user_2,book_126,4
user_2,book_127,3
user_2,book_128,3
user_2,book_129,3
user_2,book_130,2
user_2,book_131,5
user_2,book_132,3
user_2,book_133,3
user_2,book_134,3
user_2,book_135,1
user_2,book_136,1
user_2,book_137,1
user_2,book_138,1
user_2,book_139,3
user_2,book_140,1
user_2,book_141,3
user_2,book_142,4
user_2,book_143,1
user_2,book_144,2
user_2,book_145,2
user_2,book_146,1
user_2,book_147,1
user_2,book_148,2
user_2,book_149,5
user_2,book_150,4
user_2,book_151,1
user_2,book_152,4
user_2,book_153,1
user_2,book_154,3
user_2,book_155,3
user_2,book_156,5
user_2,book_157,3
user_2,book_158,3
user_2,book_159,3
user_2,book_160,3
user_2,book_161,5
user_2,book_162,5
user_2,book_163,1
user_2,book_164,4
user_2,book_165,5
user_2,book_166,3
user_2,book_167,1
user_2,book_168,2
user_2,book_169,1
user_2,book_170,3
user_2,book_171,3
user_2,book_172,2
user_2,book_173,1
user_2,book_174,4
user_2,book_175,1
user_2,book_176,4
user_2,book_177,2
user_2,book_178,1
user_2,book_179,2
user_2,book_180,2
user_2,book_181,2
user_2,book_182,5
user_2,book_183,1
user_2,book_184,5
user_2,book_185,3
user_2,book_186,2
user_2,book_187,2
user_2,book_188,1
user_2,book_189,5
user_2,book_190,4
user_2,book_191,1
user_2,book_192,4
user_2,book_193,2
user_2,book_194,2
user_2,book_195,2
user_2,book_196,5
user_2,book_197,1
user_2,book_198,2
user_2,book_199,2
user_2,book_200,4
user_2,book_201,1
user_2,book_202,5
user_2,book_203,4
user_2,book_204,1
user_2,book_205,1
user_2,book_206,2
user_2,book_207,2
user_2,book_208,1
user_2,book_209,1
user_2,book_210,1
user_2,book_211,1
user_2,book_212,2
user_2,book_213,5
user_2,book_214,3
user_2,book_215,2
user_2,book_216,2
user_2,book_217,1
user_2,book_218,1
user_2,book_219,1
user_2,book_220,1
user_2,book_221,2
user_2,book_222,2
user_2,book_223,3
user_2,book_224,4
user_2,book_225,1
user_2,book_226,3
user_2,book_227,3
user_2,book_228,2
user_2,book_229,3
user_2,book_230,1
user_2,book_231,1
user_2,book_232,5
user_2,book_233,3
user_2,book_234,1
user_2,book_235,2
user_2,book_236,1
user_2,book_237,2
user_2,book_238,1
user_2,book_239,2
user_2,book_240,1
user_2,book_241,2
user_2,book_242,4
user_2,book_243,1
user_2,book_244,3
user_2,book_245,1
user_2,book_246,5
user_2,book_247,2
user_2,book_248,2
user_2,book_249,5
user_2,book_250,2
user_2,book_251,3
user_2,book_252,3
user_2,book_253,2
user_2,book_254,2
user_2,book_255,5
user_2,book_256,1
user_2,book_257,4
user_2,book_258,5
user_2,book_259,2
user_2,book_260,5
user_2,book_261,1
user_2,book_262,4
user_2,book_263,3
user_2,book_264,3
user_2,book_265,1
user_2,book_266,5
user_2,book_267,4
user_2,book_268,3
user_2,book_269,5
user_2,book_270,1
user_2,book_271,3
user_2,book_272,5
user_2,book_273,1
user_2,book_274,2
user_2,book_275,3
user_2,book_276,5
user_2,book_277,3
user_2,book_278,1
user_2,book_279,2
user_2,book_280,3
user_2,book_281,4
user_2,book_282,2
user_2,book_283,2
user_2,book_284,5
user_2,book_285,1
user_2,book_286,2
user_2,book_287,4
user_2,book_288,4
user_2,book_289,5
user_2,book_290,2
user_2,book_291,1
user_2,book_292,5
user_2,book_293,4
user_2,book_294,5
user_2,book_295,4
user_2,book_296,4
user_2,book_297,4
user_2,book_298,5
user_2,book_299,4
user_2,book_300,4
user_2,book_301,3
user_2,book_302,2
user_2,book_303,5
user_2,book_304,3
user_2,book_305,4
user_2,book_306,5
user_2,book_307,1
user_2,book_308,5
user_2,book_309,4
user_2,book_310,2
user_2,book_311,3
user_2,book_312,2
user_2,book_313,3
user_2,book_314,4
user_2,book_315,5
user_2,book_316,4
user_2,book_317,4
user_2,book_318,4
user_2,book_319,3
user_2,book_320,4
user_2,book_321,3
user_2,book_322,4
user_2,book_323,1
user_2,book_324,4
user_2,book_325,2
user_2,book_326,2
user_2,book_327,4
user_2,book_328,5
user_2,book_329,5
user_2,book_330,5
user_2,book_331,1
user_2,book_332,5
user_2,book_333,2
user_2,book_334,4
user_2,book_335,3
user_2,book_336,2
user_2,book_337,5
user_2,book_338,1
user_2,book_339,2
user_2,book_340,2
user_2,book_341,1
user_2,book_342,3
user_2,book_343,5
user_2,book_344,3
user_2,book_345,5
user_2,book_346,5
user_2,book_347,1
user_2,book_348,4
user_2,book_349,4
user_2,book_350,1
user_2,book_351,5
user_2,book_352,5
user_2,book_353,5
user_2,book_354,1
user_2,book_355,1
user_2,book_356,3
user_2,book_357,1
user_2,book_358,3
user_2,book_359,1
user_2,book_360,1
user_2,book_361,3
user_2,book_362,1
user_2,book_363,3
user_2,book_364,4
user_2,book_365,1
user_2,book_366,3
user_2,book_367,2
user_2,book_368,5
user_2,book_369,2
user_2,book_370,5
user_2,book_371,4
user_2,book_372,4
user_2,book_373,4
user_2,book_374,4
user_2,book_375,2
user_2,book_376,1
user_2,book_377,2
user_2,book_378,2
user_2,book_379,1
user_2,book_380,1
user_2,book_381,2
user_2,book_382,5
user_2,book_383,5
user_2,book_384,5
user_2,book_385,1
user_2,book_386,2
user_2,book_387,3
user_2,book_388,4
user_2,book_389,1
user_2,book_390,5
user_2,book_391,1
user_2,book_392,2
user_2,book_393,4
user_2,book_394,3
user_2,book_395,1
user_2,book_396,4
user_2,book_397,1
